contract_title,num_categories,num_clauses,num_answered,coverage_percent
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,34,41,20,48.8%
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT,34,41,9,22.0%
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,34,41,21,51.2%
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT",34,41,17,41.5%
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",34,41,14,34.1%
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT",34,41,9,22.0%
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1",34,41,14,34.1%
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2",34,41,8,19.5%
KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement,34,41,21,51.2%
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT,34,41,13,31.7%
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",34,41,15,36.6%
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,34,41,10,24.4%
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,34,41,8,19.5%
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,34,41,19,46.3%
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT,34,41,9,22.0%
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT,34,41,7,17.1%
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,34,41,14,34.1%
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,34,41,13,31.7%
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,34,41,19,46.3%
LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement,34,41,14,34.1%
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement,34,41,24,58.5%
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1,34,41,14,34.1%
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2,34,41,4,9.8%
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,34,41,13,31.7%
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,34,41,14,34.1%
LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement,34,41,23,56.1%
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,34,41,6,14.6%
"Loop Industries, Inc. - Marketing Agreement",34,41,13,31.7%
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,34,41,20,48.8%
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",34,41,3,7.3%
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,34,41,10,24.4%
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT,34,41,22,53.7%
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",34,41,8,19.5%
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,34,41,13,31.7%
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",34,41,19,46.3%
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,34,41,15,36.6%
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT",34,41,7,17.1%
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT,34,41,8,19.5%
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,34,41,15,36.6%
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT",34,41,3,7.3%
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",34,41,15,36.6%
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT",34,41,13,31.7%
MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,34,41,21,51.2%
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,34,41,16,39.0%
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,34,41,6,14.6%
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT,34,41,17,41.5%
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,34,41,28,68.3%
MSCIINC_02_28_2008-EX-10.10-,34,41,8,19.5%
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum,34,41,13,31.7%
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement",34,41,18,43.9%
"MetLife, Inc. - Remarketing Agreement",34,41,7,17.1%
Microgenics Corporation - Collaborative Development and Commercialization Agreement,34,41,21,51.2%
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,34,41,16,39.0%
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT ,34,41,24,58.5%
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,34,41,16,39.0%
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,34,41,10,24.4%
MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement,34,41,23,56.1%
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,34,41,18,43.9%
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,34,41,20,48.8%
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,34,41,11,26.8%
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,34,41,3,7.3%
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,34,41,16,39.0%
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,34,41,12,29.3%
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New,34,41,18,43.9%
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",34,41,3,7.3%
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",34,41,5,12.2%
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",34,41,19,46.3%
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,34,41,14,34.1%
NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT,34,41,6,14.6%
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT,34,41,15,36.6%
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,34,41,17,41.5%
"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",34,41,9,22.0%
NUVEEN - REMARKETING AGREEMENT,34,41,9,22.0%
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,34,41,8,19.5%
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,34,41,18,43.9%
NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,34,41,22,53.7%
NeuroboPharmaceuticalsInc_20190903_S-4_EX-10.36_11802165_EX-10.36_Manufacturing Agreement_ Supply Agreement,34,41,8,19.5%
NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement,34,41,16,39.0%
NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement,34,41,14,34.1%
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",34,41,10,24.4%
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT",34,41,17,41.5%
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT,34,41,21,51.2%
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1,34,41,8,19.5%
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2,34,41,3,7.3%
"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT",34,41,15,36.6%
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",34,41,9,22.0%
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,34,41,7,17.1%
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT",34,41,3,7.3%
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,34,41,11,26.8%
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT",34,41,11,26.8%
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT,34,41,11,26.8%
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",34,41,14,34.1%
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,34,41,5,12.2%
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",34,41,24,58.5%
PANDIONTHERAPEUTICSHOLDCOLLC_05_22_2020-EX-10.17-CONSULTING AGREEMENT,34,41,14,34.1%
"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement",34,41,12,29.3%
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,34,41,10,24.4%
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,34,41,13,31.7%
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",34,41,20,48.8%
PLAYAHOTELS_RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun),34,41,7,17.1%
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT",34,41,2,4.9%
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,34,41,9,22.0%
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT,34,41,5,12.2%
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,34,41,16,39.0%
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,34,41,8,19.5%
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement,34,41,12,29.3%
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,34,41,12,29.3%
PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement,34,41,21,51.2%
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,34,41,23,56.1%
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,34,41,22,53.7%
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement,34,41,14,34.1%
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1,34,41,8,19.5%
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,34,41,4,9.8%
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3,34,41,4,9.8%
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1,34,41,2,4.9%
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2,34,41,12,29.3%
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,34,41,15,36.6%
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,34,41,16,39.0%
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,34,41,23,56.1%
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,34,41,7,17.1%
PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement Agreement,34,41,12,29.3%
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,34,41,22,53.7%
PhoenixNewMediaLtd_20110421_F-1_EX-10.17_6958322_EX-10.17_Content License Agreement,34,41,13,31.7%
PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement,34,41,7,17.1%
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,34,41,26,63.4%
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2,34,41,4,9.8%
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,34,41,10,24.4%
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,34,41,8,19.5%
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,34,41,7,17.1%
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT,34,41,3,7.3%
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT,34,41,10,24.4%
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT,34,41,10,24.4%
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,34,41,15,36.6%
REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT,34,41,13,31.7%
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,34,41,10,24.4%
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT,34,41,9,22.0%
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT,34,41,3,7.3%
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",34,41,12,29.3%
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT,34,41,13,31.7%
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,34,41,17,41.5%
RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement,34,41,20,48.8%
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement,34,41,14,34.1%
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement,34,41,14,34.1%
ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement,34,41,12,29.3%
"Reinsurance Group of America, Incorporated - A_R REMARKETING  AGREEMENT",34,41,11,26.8%
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,34,41,20,48.8%
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,34,41,25,61.0%
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,34,41,11,26.8%
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement,34,41,13,31.7%
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,34,41,6,14.6%
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,34,41,23,56.1%
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT,34,41,13,31.7%
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT,34,41,11,26.8%
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT,34,41,19,46.3%
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,34,41,6,14.6%
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,34,41,13,31.7%
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,34,41,8,19.5%
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,34,41,14,34.1%
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",34,41,11,26.8%
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,34,41,10,24.4%
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules,34,41,8,19.5%
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT,34,41,14,34.1%
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",34,41,5,12.2%
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT,34,41,6,14.6%
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,34,41,16,39.0%
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,34,41,9,22.0%
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT",34,41,10,24.4%
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1",34,41,3,7.3%
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",34,41,6,14.6%
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,34,41,12,29.3%
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT",34,41,3,7.3%
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,34,41,17,41.5%
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT,34,41,13,31.7%
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT,34,41,15,36.6%
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",34,41,8,19.5%
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,34,41,18,43.9%
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT,34,41,9,22.0%
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT,34,41,12,29.3%
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement,34,41,3,7.3%
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement,34,41,5,12.2%
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,34,41,20,48.8%
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,34,41,11,26.8%
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement,34,41,4,9.8%
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,34,41,23,56.1%
"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT",34,41,13,31.7%
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement,34,41,17,41.5%
SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,34,41,16,39.0%
"Sonos, Inc. - Manufacturing Agreement ",34,41,22,53.7%
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,34,41,28,68.3%
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2,34,41,2,4.9%
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3,34,41,2,4.9%
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4,34,41,3,7.3%
SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement,34,41,9,22.0%
StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement,34,41,21,51.2%
StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,34,41,18,43.9%
SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,34,41,12,29.3%
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT,34,41,9,22.0%
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",34,41,3,7.3%
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT,34,41,15,36.6%
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,34,41,10,24.4%
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,34,41,18,43.9%
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT",34,41,12,29.3%
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT,34,41,13,31.7%
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT,34,41,8,19.5%
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",34,41,10,24.4%
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,34,41,19,46.3%
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT,34,41,11,26.8%
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT,34,41,13,31.7%
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT,34,41,13,31.7%
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",34,41,9,22.0%
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement,34,41,7,17.1%
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,34,41,18,43.9%
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,34,41,5,12.2%
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,34,41,23,56.1%
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,34,41,24,58.5%
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,34,41,24,58.5%
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT,34,41,12,29.3%
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,34,41,11,26.8%
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc.",34,41,3,7.3%
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT,34,41,5,12.2%
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT,34,41,11,26.8%
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement,34,41,7,17.1%
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement,34,41,24,58.5%
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,34,41,16,39.0%
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT,34,41,13,31.7%
"VAPOTHERM, INC. - Manufacturing and Supply Agreement",34,41,15,36.6%
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,34,41,8,19.5%
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT",34,41,17,41.5%
"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",34,41,6,14.6%
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,34,41,22,53.7%
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT,34,41,5,12.2%
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,34,41,12,29.3%
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT,34,41,17,41.5%
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT,34,41,16,39.0%
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",34,41,3,7.3%
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",34,41,20,48.8%
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT",34,41,18,43.9%
